Hôpital_ID,Nom_Hôpital,Capacité_Lits,Code Postal,Ville,Département,Région,Spécialités_Disponibles
6c798c89-e0ec-41e9-b064-cdc83032c858,Meunier,352,60456,Richard-sur-Lombard,Territoire de Belfort,Wallis-et-Futuna,"Urgences, Dermatologie, Pédiatrie"
3ccbaedc-2f2a-4e22-b0c7-6d5f8418e8ef,Faivre,273,00935,PagesBourg,Saône-et-Loire,Corse,"Urgences, Pédiatrie, Chirurgie"
45d683cd-6003-4d86-ae50-365840e8cf26,Lenoir,89,25986,Barbe-sur-Rivière,Vosges,Midi-Pyrénées,"Urgences, Pédiatrie, Chirurgie"
ff0dfc77-17b7-4992-b39a-b68580ec0129,Richard S.A.R.L.,80,27083,Pascal,Haute-Loire,Languedoc-Roussillon,"Pédiatrie, Chirurgie, Urgences"
deff3783-de9f-4278-bf29-95e37abfb938,Schmitt SA,426,48149,Langlois-la-Forêt,Doubs,Nouvelle-Calédonie,"Urgences, Chirurgie, Pédiatrie"
769d6629-9ea4-4d53-936e-005c3c209f13,Gauthier,488,46864,Saint Élisabeth,Hérault,Basse-Normandie,"Urgences, Chirurgie, Dermatologie"
f1b226cb-421f-4d11-b318-a794b7d90fb1,Wagner,310,28306,Rossinec,Indre-et-Loire,Saint-Pierre-et-Miquelon,"Dermatologie, Urgences, Chirurgie"
f2809469-5a1c-4647-8ec2-145386675f6c,Jacquot,129,17595,Chauvin-sur-Fernandes,Alpes-Maritimes,Poitou-Charentes,"Pédiatrie, Chirurgie, Dermatologie"
e36882da-d076-4384-90e8-2491b1d7366c,Guilbert S.A.S.,442,54572,Boutin,Haute-Garonne,Wallis-et-Futuna,"Urgences, Pédiatrie, Chirurgie"
6e1b1bcc-a19a-4242-bdd9-961574c24982,Thierry Fischer SA,377,99513,AubryVille,Loiret,Auvergne,"Urgences, Chirurgie, Pédiatrie"
30a93793-8752-4357-ae11-0d9129682842,Rossi,81,85740,Maillot,Haute-Marne,Polynésie française,"Dermatologie, Cardiologie, Urgences"
dd4c7d28-8e85-4289-809b-fc04230a59a0,Hamon Devaux et Fils,294,61241,Saint Zoé,Rhône,Auvergne,"Cardiologie, Chirurgie, Urgences"
3717c145-b9b9-4231-a733-c5a56b50e50b,Lebon Perret et Fils,251,71793,Martel,Aude,Champagne-Ardenne,"Chirurgie, Dermatologie, Urgences"
99c34171-6f28-435b-b982-92c2fa21329a,Vallée et Fils,402,65870,Saint Pauldan,Martinique,Haute-Normandie,"Pédiatrie, Urgences, Dermatologie"
0d32886e-0efc-4496-bb6a-2f0d67708408,Blin SARL,223,10101,LefebvreVille,Loiret,Rhone-Alpes,"Cardiologie, Dermatologie, Urgences"
9102febc-8d87-4387-b0ad-90ce671e05eb,Masse,438,18736,Charles,Loire-Atlantique,Guyane,"Chirurgie, Pédiatrie, Urgences"
2b08bf44-bad6-43d4-b243-2a405bd55abf,Noël,359,60184,Renaultdan,Haute-Corse,Haute-Normandie,"Urgences, Cardiologie, Pédiatrie"
31500a89-accf-4849-901d-06d15b9776c5,Grondin,268,29023,Hoarau,Aisne,Picardie,"Dermatologie, Pédiatrie, Urgences"
82ccbbf5-11a4-483d-968b-c35e28a29ab7,Mary S.A.R.L.,409,12422,Fernandes,Val-d'Oise,Lorraine,"Cardiologie, Chirurgie, Dermatologie"
949a6076-26ad-4ab0-a157-21bab69f3903,Rousseau SA,407,01963,Boucher,Guadeloupe,Martinique,"Dermatologie, Chirurgie, Urgences"
355a909f-280d-41fb-9c12-ac205aa6bd4f,Jacquet,223,40752,Weiss,Hérault,Île-de-France,"Pédiatrie, Cardiologie, Dermatologie"
f8ad2184-eb56-4405-ae9d-7701ffebe609,Lecoq SARL,375,11618,Lemoine,Somme,Province-Alpes-Côte d'Azur,"Urgences, Dermatologie, Pédiatrie"
8f58b184-fd7c-40be-b0f9-ea23caa5ae69,Jean SARL,333,21262,Bourdon-la-Forêt,Ardèche,Basse-Normandie,"Cardiologie, Chirurgie, Urgences"
8dbd5155-627f-462a-b477-2bd5a85063d2,Daniel,367,49783,Blot,Ille-et-Vilaine,Wallis-et-Futuna,"Pédiatrie, Urgences, Cardiologie"
3b0bbff0-cc2b-4892-8f1c-b428f2e70c0f,Tessier Vallée S.A.S.,427,24908,JacquesVille,Nord,Basse-Normandie,"Chirurgie, Dermatologie, Urgences"
c3d7d8dd-e77f-4a06-8d38-d554d73a4251,Roussel Bouchet SARL,408,39841,Bruneau-sur-Mer,Calvados,Languedoc-Roussillon,"Urgences, Chirurgie, Pédiatrie"
994b5ce3-7639-4ceb-a032-6b80ff155b58,Gomez,234,61449,Dijoux-les-Bains,Gard,Limousin,"Chirurgie, Pédiatrie, Dermatologie"
ec98f71b-c918-4c7d-9d60-9691bd4a578e,Maury SARL,91,43438,Baudry,Pas-de-Calais,Pays-de-Loire,"Chirurgie, Urgences, Pédiatrie"
4d60d1f1-376d-4449-b26b-f35884c4b514,Faivre S.A.R.L.,271,26422,Henry-sur-Mer,Dordogne,Languedoc-Roussillon,"Urgences, Pédiatrie, Dermatologie"
e207da90-8b08-494f-9c2b-f868533b4950,Allain Godard S.A.S.,116,01899,Valettenec,Ardennes,Champagne-Ardenne,"Cardiologie, Chirurgie, Urgences"
f1c03b7f-e6df-400e-8e00-3ed54b24b287,Perrot,318,63712,Fouchernec,Hautes-Pyrénées,Auvergne,"Dermatologie, Cardiologie, Pédiatrie"
61628c0f-96ba-4d34-b6ad-1b108de11bdf,Durand,146,38510,Sainte Frédérique,Aude,Midi-Pyrénées,"Cardiologie, Urgences, Pédiatrie"
57810c74-1a4d-4067-ad4f-96444871c391,Bertrand,110,95544,De Oliveira,Seine-Saint-Denis,Languedoc-Roussillon,"Dermatologie, Cardiologie, Chirurgie"
8c5c3710-0022-4cb1-b496-5186ec9183d2,Maréchal S.A.R.L.,385,38636,Gros-la-Forêt,Gers,Rhone-Alpes,"Dermatologie, Pédiatrie, Urgences"
c2fdc53e-d5b6-4d19-8ec9-1b33cf77b217,Pons Munoz S.A.,446,96636,Berthelot,Vosges,Centre,"Pédiatrie, Chirurgie, Cardiologie"
53ec59f1-f78c-49a8-959b-d18db368ff37,De Oliveira,102,58159,Da Silva,Yonne,Guadeloupe,"Chirurgie, Pédiatrie, Cardiologie"
b563ca21-60cb-431e-bd07-a3c67ba76c33,Moreno,429,91028,Morin-sur-Mer,Guadeloupe,Wallis-et-Futuna,"Chirurgie, Urgences, Cardiologie"
df5b2a47-6a91-41ca-8f7a-87219a442068,Lebreton SARL,85,99447,Laporte,Maine-et-Loire,Rhone-Alpes,"Cardiologie, Pédiatrie, Dermatologie"
93231f2e-4c30-47c7-88a5-2aeac5bb0cda,Caron Da Silva S.A.S.,133,11179,Dos Santos-sur-Aubert,Pyrénées-Orientales,Île-de-France,"Cardiologie, Pédiatrie, Dermatologie"
c5d9cb3b-eda6-4e2b-a521-72a2eb8fecc9,Leblanc S.A.R.L.,89,76157,Fontaineboeuf,Ain,Corse,"Urgences, Cardiologie, Pédiatrie"
04d064d6-bd30-4c6e-86d6-915d2711fc13,Rey S.A.,417,78212,Saint Lucydan,Deux-Sèvres,Aquitaine,"Pédiatrie, Dermatologie, Urgences"
dc45f178-ea0e-410e-bd92-a51dedfdc955,Rodrigues,348,04904,Camusboeuf,Indre,Midi-Pyrénées,"Chirurgie, Cardiologie, Dermatologie"
45e95c3c-440b-4160-a6ca-c0cea25c70f9,Duhamel Guillot SARL,101,71775,Lopes-sur-Rousset,Alpes-de-Haute-Provence,Guyane,"Urgences, Chirurgie, Pédiatrie"
ec0eb407-2afe-4fc5-be02-6bbf3c31531a,Peron SARL,450,81580,MeunierBourg,Yonne,Rhone-Alpes,"Pédiatrie, Cardiologie, Chirurgie"
9c815c51-aa00-489d-8443-d433fc93836d,Lopez,342,53358,Rogerdan,Bas-Rhin,Pays-de-Loire,"Chirurgie, Dermatologie, Urgences"
3406902d-8357-4fe0-97ba-1899cf7c9ecc,Prévost Pons et Fils,124,55376,TraoreBourg,Haut-Rhin,Polynésie française,"Cardiologie, Pédiatrie, Chirurgie"
3dd11dc5-7275-4241-900e-34f6ffdfdee3,Perrin Bertrand SA,193,05818,Rolland-sur-Gaillard,Nièvre,Aquitaine,"Pédiatrie, Dermatologie, Chirurgie"
e237d317-f7e7-47ef-b12a-d2c25306c24f,Meyer,440,50333,LebrunVille,Eure,Nouvelle-Calédonie,"Pédiatrie, Dermatologie, Urgences"
86be4727-52f7-43ea-b82b-36d98976d0f1,Cohen,220,78927,Morvan,Vaucluse,Saint-Pierre-et-Miquelon,"Urgences, Chirurgie, Pédiatrie"
5e15bbad-bfcc-47fb-9318-c613e86d22c0,Chevalier Gomez et Fils,180,43375,Techer-sur-Mer,Marne,Saint-Barthélémy,"Chirurgie, Cardiologie, Pédiatrie"
e63d3f4b-3362-4b9e-b864-9a0f66219175,Étienne,117,49342,BousquetVille,Haute-Corse,Mayotte,"Pédiatrie, Urgences, Chirurgie"
4d73042c-cadc-45a7-9ca9-7b39fa97549a,Lambert,218,77824,Pierre-sur-Rocher,Indre,Languedoc-Roussillon,"Pédiatrie, Cardiologie, Chirurgie"
a0b23e46-a997-474c-ac0e-0a800dbe509f,Lemoine SARL,84,43968,Ollivier,Loiret,Auvergne,"Dermatologie, Chirurgie, Cardiologie"
a50d95c1-d7ed-4ea7-920e-3b073b71885f,Blin S.A.R.L.,291,48548,Bertrand,Saône-et-Loire,Guyane,"Dermatologie, Pédiatrie, Urgences"
7fbf267a-8a73-4252-a01c-c7ad0e04f251,Leduc et Fils,126,26768,Navarro-sur-Le Gall,Vosges,Mayotte,"Cardiologie, Pédiatrie, Urgences"
d0089b89-b7d2-46a7-8742-b299dd83d649,Laine Bertin S.A.S.,223,63813,Sainte Lucas,Yvelines,Guyane,"Cardiologie, Chirurgie, Pédiatrie"
24077a4c-d2f2-4a56-bc48-2a2995d8eae5,Perez Nguyen S.A.,144,45842,CordierBourg,Saône-et-Loire,Bretagne,"Dermatologie, Chirurgie, Cardiologie"
69490085-da97-418b-8abe-a0af41e64173,Garnier Blondel et Fils,175,18976,Pages-sur-Guichard,Isère,Champagne-Ardenne,"Chirurgie, Cardiologie, Dermatologie"
ccd60bbe-fc26-4d3f-abff-15298063c83b,Vaillant Richard S.A.R.L.,415,01079,Laroche,Alpes-de-Haute-Provence,Saint-Barthélémy,"Pédiatrie, Urgences, Chirurgie"
367aa882-a723-4886-acf0-f4d65cb975db,Mary S.A.S.,470,01512,Saint Sylvieboeuf,Aube,Aquitaine,"Cardiologie, Chirurgie, Urgences"
2a4a28fa-cb7f-4d5a-a3f9-03b0fea77905,Huet Techer SARL,434,52729,Sainte Éléonore-sur-Mer,Seine-Maritime,Lorraine,"Pédiatrie, Chirurgie, Cardiologie"
d886f046-f947-477b-8b54-c1fd84db0a93,Camus S.A.,155,56066,Antoine-sur-Raymond,Savoie,Bretagne,"Cardiologie, Pédiatrie, Dermatologie"
b8802a4c-ceb7-4eba-a1c9-ea760b72fc6f,Maillard,223,84401,Pages,Indre,Nouvelle-Calédonie,"Dermatologie, Chirurgie, Urgences"
4145b6a4-9cdd-437a-9c2b-d62a81df4b28,Noël S.A.S.,259,84914,Bonneau-sur-Pascal,Ariège,Saint-Pierre-et-Miquelon,"Dermatologie, Chirurgie, Pédiatrie"
55757223-0b42-4fa3-96f9-c488bb915fcd,Gonzalez,432,45129,Barbe-sur-Mer,Creuse,Mayotte,"Urgences, Chirurgie, Pédiatrie"
7edec3a9-73dc-4a80-8370-e272f84e7866,Allain,461,25653,De Oliveira,Mayotte,Réunion,"Pédiatrie, Cardiologie, Urgences"
160502bd-855c-493e-89ed-b77064d4d70b,Normand S.A.R.L.,450,71096,Besson,Guyane,Picardie,"Dermatologie, Urgences, Pédiatrie"
15b9323c-8d50-486d-8021-c375fd38cbb7,Jacques,218,89128,Mercier,Saône-et-Loire,Limousin,"Cardiologie, Chirurgie, Urgences"
2a6670a6-54df-4ffd-965f-339e72c11e08,Diaz SARL,236,31317,Le Gall,Sarthe,Auvergne,"Pédiatrie, Cardiologie, Chirurgie"
0a1617d0-6959-4d5d-b19c-e0fcbc5565db,Mallet S.A.S.,58,20237,Sainte Inèsboeuf,Ain,Nouvelle-Calédonie,"Dermatologie, Urgences, Cardiologie"
5a920a05-37d3-482d-968a-19e3e71f640a,Gilles,439,83272,Bouchet-les-Bains,Lot-et-Garonne,Aquitaine,"Urgences, Chirurgie, Pédiatrie"
0436588a-2b76-4266-90b6-79783780b6e2,Launay Georges SA,144,89188,Sainte Aiméboeuf,Moselle,Alsace,"Chirurgie, Cardiologie, Pédiatrie"
cd2d9612-21eb-4030-afd1-8a8251f9462c,Texier Alexandre S.A.S.,346,93501,Lemoine,Ariège,Île-de-France,"Chirurgie, Cardiologie, Pédiatrie"
2465d627-f59f-4321-99aa-97cd8782917d,Didier,313,72413,MeunierVille,Maine-et-Loire,Nord-Pas-de-Calais,"Chirurgie, Dermatologie, Pédiatrie"
a8cf1db2-254c-4c3a-9b3e-f6e89079fd6e,Buisson Rivière S.A.,469,06224,GimenezBourg,Gers,Centre,"Urgences, Dermatologie, Cardiologie"
2f1b6306-9926-48a3-922e-2134a10b55d2,Alexandre SA,207,06456,Benard-sur-Allain,Nièvre,Midi-Pyrénées,"Dermatologie, Pédiatrie, Cardiologie"
2fddad6d-5eba-47e2-b477-6e145a0d0591,Devaux,160,01971,Lefèvre,Calvados,Guyane,"Cardiologie, Pédiatrie, Dermatologie"
6085d9c4-2687-49a9-ba4f-4fa26fb3d946,Dias Vaillant S.A.S.,318,72592,Hervédan,Ardennes,Saint-Pierre-et-Miquelon,"Urgences, Chirurgie, Dermatologie"
ba6d3022-fa57-4580-81a8-d9b30031a3b4,Maillet Charles S.A.R.L.,402,38476,Evrard,Val-de-Marne,Pays-de-Loire,"Pédiatrie, Cardiologie, Chirurgie"
167a7ffb-bfa7-46d7-83c3-db09c7cf7678,Grégoire S.A.,298,72669,Hervé,Lot-et-Garonne,Wallis-et-Futuna,"Pédiatrie, Chirurgie, Urgences"
a3ec477f-3db6-44b5-aa8b-a6a0b1a12101,Perret,228,37131,Saint Clairedan,Haute-Loire,Rhone-Alpes,"Chirurgie, Dermatologie, Pédiatrie"
d749a281-3d1d-4a7d-b752-2147b8977e15,Guilbert SARL,81,28354,Delattredan,Haute-Garonne,Guyane,"Chirurgie, Pédiatrie, Dermatologie"
f2edf280-0f5f-4fcf-a8e1-0b02b089ac42,Lecoq,252,54197,Saint Patrick-sur-Mer,Val-de-Marne,Réunion,"Cardiologie, Dermatologie, Pédiatrie"
6c3dc845-6769-47f5-8277-fbd3ea26e0f4,Guibert Girard et Fils,376,17563,Bertrand,Ille-et-Vilaine,Basse-Normandie,"Chirurgie, Pédiatrie, Urgences"
9cc8619b-1e97-4d10-9bfd-f4d52ca6b7cc,Vidal,486,86007,Sainte XavierBourg,Eure,Martinique,"Pédiatrie, Cardiologie, Dermatologie"
2ceb3934-b6a2-4fe9-8c26-c14e46890341,Delahaye Pelletier S.A.R.L.,372,59842,Perez,Aisne,Guyane,"Urgences, Cardiologie, Chirurgie"
cb91025e-45e2-41a0-ad02-2762fda7aa6d,Monnier S.A.,337,18117,Collet-sur-Mer,Ariège,Picardie,"Urgences, Chirurgie, Cardiologie"
b665c765-99ee-4e91-ba55-09295d3453da,Prévost Le Goff SARL,50,08760,Ollivierdan,Loire-Atlantique,Réunion,"Urgences, Cardiologie, Chirurgie"
67964140-d075-4a55-9562-c4439ec2fe28,Leblanc S.A.S.,432,08721,Menard-sur-Munoz,Somme,Corse,"Pédiatrie, Dermatologie, Urgences"
f01b9ca8-c206-4662-bf59-431bfac94652,Pineau,452,41034,Chrétien,Gard,Lorraine,"Pédiatrie, Chirurgie, Cardiologie"
ec75caa7-a9aa-4f3a-9958-166a40a24cb1,Brunel,60,31056,Benoit,Jura,Limousin,"Urgences, Pédiatrie, Cardiologie"
1199d2b9-0e1d-4f60-8ff0-e8e1ea81db82,Ferreira SARL,325,88889,Michaud,Rhône,Martinique,"Pédiatrie, Chirurgie, Dermatologie"
501a1d45-8cbb-4d60-b6c0-0e7415086f72,Ruiz Rodrigues et Fils,310,69771,Guillaume-les-Bains,Cher,Midi-Pyrénées,"Cardiologie, Pédiatrie, Urgences"
e36053a6-7484-49f7-97cd-d6c78d743acc,Schneider,436,55873,Gimenez-sur-Mer,Vaucluse,Franche-Comté,"Dermatologie, Urgences, Chirurgie"
49722808-26b7-4e70-b46c-bd097dfdd606,Peron Sanchez et Fils,441,20603,Gosselin,Lot,Guyane,"Dermatologie, Cardiologie, Chirurgie"
c2d2ef3a-f8cc-4cb2-9800-2f9eedbd6472,Navarro S.A.S.,300,81276,Morinnec,Aisne,Wallis-et-Futuna,"Chirurgie, Cardiologie, Urgences"
9d26734a-b6b4-4b4c-9940-56e905d044a0,Masse Weber SA,333,25888,Gay-sur-Bourgeois,Aveyron,Guadeloupe,"Dermatologie, Urgences, Pédiatrie"
51ea98cc-d442-4d2e-9587-856a3d567bba,Jacquet,339,21109,Saint Margaretboeuf,Bouches-du-Rhône,Réunion,"Chirurgie, Dermatologie, Cardiologie"
ad16e691-5754-419e-87e1-021a975dbb4e,Lebrun S.A.R.L.,254,10404,Hardynec,Tarn,Champagne-Ardenne,"Pédiatrie, Urgences, Chirurgie"
155f7559-d92c-45b6-aeb7-b4b6842ea4bc,Dijoux,100,34683,Marion,Aveyron,Franche-Comté,"Cardiologie, Pédiatrie, Dermatologie"
f76a17c4-def2-465f-a1ba-f092dbe76b93,Carlier,134,26865,Saint Suzannedan,Loiret,Martinique,"Pédiatrie, Cardiologie, Dermatologie"
7539910d-4b0a-4cda-a9d0-441f85b307c3,Adam Bernier SARL,461,72385,Aubert-sur-Lamy,Loiret,Saint-Martin,"Urgences, Dermatologie, Pédiatrie"
e7bb92d5-4e67-45ee-a8be-fbe1ac775d81,Salmon S.A.R.L.,270,49607,Leconte-sur-Barre,Hautes-Alpes,Province-Alpes-Côte d'Azur,"Chirurgie, Pédiatrie, Urgences"
d397e5ff-7471-42b3-889f-a02af17e4223,Ribeiro S.A.S.,139,40105,Guillaume-la-Forêt,Tarn-et-Garonne,Languedoc-Roussillon,"Dermatologie, Urgences, Pédiatrie"
2ff4b932-dcfe-49a7-8c1a-729e97d4a256,Daniel S.A.S.,110,27408,Lambert-sur-Mer,Pyrénées-Orientales,Centre,"Dermatologie, Urgences, Cardiologie"
56beeab8-4edb-4e85-8837-0e00347833f9,Maillet,311,92738,Mercier-sur-Mer,Paris,Guadeloupe,"Dermatologie, Urgences, Chirurgie"
ab920e0b-595c-4ef8-bb0b-4ebab6df14c3,Rodrigues Millet et Fils,317,45130,Fernandes,Indre-et-Loire,Guyane,"Chirurgie, Pédiatrie, Cardiologie"
55b9e5eb-5ca1-4dff-9939-e3899632393b,Carpentier S.A.S.,263,17018,Ferreira,Nord,Guadeloupe,"Chirurgie, Urgences, Dermatologie"
bdc8b1ea-b1d9-4060-a2bf-6b74142d24c9,Gomes,343,65488,Blin,Mayenne,Poitou-Charentes,"Chirurgie, Pédiatrie, Cardiologie"
3306e6b9-427c-4250-85ce-a8c4c304ed04,Jacob,463,06241,Marquesnec,Haute-Loire,Province-Alpes-Côte d'Azur,"Pédiatrie, Dermatologie, Urgences"
dab16d49-237c-4f76-b4f9-f5297b31259a,Brunet,139,52178,Gaillard,Savoie,Wallis-et-Futuna,"Cardiologie, Chirurgie, Pédiatrie"
eb1cabc4-e6f6-4023-9895-9ebfe2ee1ced,Marques,227,70497,Guillaume,Hérault,Guyane,"Dermatologie, Cardiologie, Pédiatrie"
3e83d050-94ac-4278-9d78-3d618e60d4f0,Millet Payet S.A.S.,320,37825,Delaunay-sur-Aubry,Drôme,Champagne-Ardenne,"Pédiatrie, Dermatologie, Cardiologie"
7780d3cb-73c0-4693-ba33-5505c1b08131,Blanchet S.A.R.L.,362,96474,Chauvet-sur-Adam,Vienne,Réunion,"Pédiatrie, Dermatologie, Urgences"
25a3f22a-81b9-4f2b-9318-3ddfe8a88096,Leroux,378,81484,Muller,Rhône,Midi-Pyrénées,"Pédiatrie, Dermatologie, Chirurgie"
89a8a2f5-f918-4b32-a64b-7861e312395e,Jean Germain S.A.S.,275,08634,Voisin,Val-de-Marne,Wallis-et-Futuna,"Urgences, Chirurgie, Cardiologie"
b3748124-fdae-4dce-893a-2dee0b668b81,Gaillard,129,42336,Gautier,Cher,Corse,"Cardiologie, Chirurgie, Urgences"
073865e0-029a-4247-8ae2-6483afb4403d,Renault,253,51956,Petitjean,Lot-et-Garonne,Franche-Comté,"Cardiologie, Pédiatrie, Chirurgie"
e03ea0f9-70a6-4322-8c54-91f3c3d45810,Étienne Rémy SARL,419,94262,Perrier,Vendée,Limousin,"Dermatologie, Chirurgie, Pédiatrie"
3b8a0625-69f5-4eb6-8138-94124411c375,Besnard Grégoire SA,191,49776,Lopes,Loire-Atlantique,Nouvelle-Calédonie,"Pédiatrie, Dermatologie, Cardiologie"
15041d12-bad5-4ec2-a6ac-3b604014918d,Renaud,267,43390,Barbier,Haut-Rhin,Guyane,"Dermatologie, Pédiatrie, Urgences"
d9f214a2-fa55-4ef6-b422-bab396e75da0,Berthelot Leclercq et Fils,236,51466,Coste,La Réunion,Midi-Pyrénées,"Cardiologie, Pédiatrie, Chirurgie"
7d38abb9-c524-49c8-834c-a54718885c26,Mary SA,326,59625,Marchandboeuf,Ardennes,Poitou-Charentes,"Urgences, Dermatologie, Cardiologie"
4cb4f70b-388e-42b4-a2f4-9906986b2282,Leclercq Marchand S.A.S.,65,59813,GuibertVille,Aisne,Saint-Barthélémy,"Chirurgie, Urgences, Dermatologie"
62159d7e-3104-4793-a308-76022d871c95,Goncalves,335,33953,Leclercq-sur-Nicolas,Mayenne,Mayotte,"Cardiologie, Chirurgie, Urgences"
e68ce28a-e2ec-43db-97aa-158504db66be,Leconte,148,39739,ValentinVille,Alpes-Maritimes,Polynésie française,"Chirurgie, Cardiologie, Dermatologie"
10b7bcc2-2220-4083-9c72-0d52f587a125,Diaz Gonzalez S.A.,113,94308,Saint Antoinette,Pyrénées-Orientales,Île-de-France,"Pédiatrie, Dermatologie, Cardiologie"
b5dbfff5-8118-4e06-b6b5-48ede422db81,Riou Martineau S.A.S.,434,73476,Fernandes-la-Forêt,Guadeloupe,Guadeloupe,"Urgences, Chirurgie, Dermatologie"
e469e707-89af-4965-970f-26754e34e29f,Fleury,385,35524,Philippe,Orne,Nord-Pas-de-Calais,"Chirurgie, Dermatologie, Pédiatrie"
ab4e0ef1-9626-4f4d-96de-9a030331ba70,Legendre,355,96454,Maillard-sur-Baudry,Nord,Saint-Barthélémy,"Urgences, Cardiologie, Chirurgie"
c9bc501a-dcf6-4eeb-b3e9-187ffe45fd62,Huet Gosselin SARL,145,47649,Caron-les-Bains,Lot-et-Garonne,Réunion,"Pédiatrie, Dermatologie, Chirurgie"
f3379b7b-bc82-483a-b4a4-409310fb36cb,Mendès,483,50874,Bouchetboeuf,Corse-du-Sud,Haute-Normandie,"Dermatologie, Pédiatrie, Urgences"
8c91b7e2-5693-4188-a4d3-9d592caa7808,Besson Jacques SA,152,37008,Dias,Alpes-Maritimes,Wallis-et-Futuna,"Urgences, Chirurgie, Dermatologie"
d5612a1f-81f0-4720-9233-6a38212d57b6,Cousin S.A.,464,43193,Didier,Ille-et-Vilaine,Picardie,"Dermatologie, Cardiologie, Chirurgie"
14cfecc9-7092-4e8c-b410-d9be3e4db322,Laine Marty et Fils,237,10506,GuillaumeVille,Eure,Polynésie française,"Chirurgie, Dermatologie, Cardiologie"
8ccb44c6-bc57-465e-afd7-f666a82af1be,Marchal Raymond S.A.,242,98654,Techer,Aveyron,Pays-de-Loire,"Chirurgie, Dermatologie, Pédiatrie"
de8ad387-1168-4368-a1cd-901d9ff4f0c5,Blanc,271,44010,Vallet,Seine-Maritime,Poitou-Charentes,"Pédiatrie, Chirurgie, Dermatologie"
b49e7329-3c2e-4050-88c1-4cacad24fdfb,Fischer SARL,254,44959,Dupuy-la-Forêt,Calvados,Rhone-Alpes,"Cardiologie, Pédiatrie, Dermatologie"
d774130e-99a1-4a81-97d3-cb89fe8a43d3,Le Goff,50,91657,Perrier-sur-Roy,Sarthe,Nouvelle-Calédonie,"Urgences, Pédiatrie, Dermatologie"
afef8c84-90f7-42e0-a30c-d213c005980e,Guillet,423,04404,Boutin,Puy-de-Dôme,Province-Alpes-Côte d'Azur,"Chirurgie, Dermatologie, Urgences"
2f7a8a8d-0501-45a4-af4e-3bee3a7ddaa9,Gaudin,153,72577,Labbé,Haute-Marne,Saint-Martin,"Pédiatrie, Cardiologie, Dermatologie"
7bafabb2-ea19-4d4d-9c2b-822bae202deb,Normand Letellier S.A.S.,233,94405,Maury,Val-de-Marne,Bourgogne,"Chirurgie, Dermatologie, Cardiologie"
62c96c7e-3cbe-4e14-a1f1-998ef3239b96,Lévêque,169,66232,Jacquot-sur-Lopes,Loir-et-Cher,Saint-Pierre-et-Miquelon,"Cardiologie, Urgences, Chirurgie"
d80ee096-e892-4a8d-9222-8089f41fa872,Salmon Da Silva SARL,499,65259,Chevallier-sur-Delahaye,Ain,Rhone-Alpes,"Urgences, Chirurgie, Dermatologie"
f93d598e-bcfa-4674-8777-789ec7d63f56,Peron,334,70987,Gillet-sur-Chrétien,Seine-et-Marne,Saint-Pierre-et-Miquelon,"Dermatologie, Cardiologie, Chirurgie"
7fb14aa2-3249-4056-85bd-b4800136be27,Faivre,436,71988,Carre-les-Bains,Manche,Guadeloupe,"Cardiologie, Urgences, Chirurgie"
a1fa7f0f-b152-4603-b574-d5042ac1bc51,Bertin S.A.,413,15759,Bailly,Vosges,Province-Alpes-Côte d'Azur,"Urgences, Cardiologie, Chirurgie"
fa6d6bdb-3d29-4010-9e5f-1ba2db750954,Gaudin,319,13627,Vidal,Côte-d'Or,Haute-Normandie,"Chirurgie, Dermatologie, Cardiologie"
d3cfe8cb-e371-4dd9-a271-ef9486f31a1e,Pons,177,35878,Barthelemy,Jura,Champagne-Ardenne,"Chirurgie, Cardiologie, Dermatologie"
d086c41c-6fcb-45e4-9850-54920b5c58dc,Mahe,277,74361,Bègue-la-Forêt,Haute-Vienne,Haute-Normandie,"Urgences, Pédiatrie, Chirurgie"
b9a13cc2-bbcd-4b4c-af96-858567f5be77,Gay,494,20996,Chauvin,Vienne,Corse,"Pédiatrie, Chirurgie, Dermatologie"
021f0cab-fa35-4641-9acb-8697c610f4e2,Joseph,201,77854,Merle-sur-Klein,Territoire de Belfort,Lorraine,"Pédiatrie, Cardiologie, Urgences"
9116c4aa-cc06-4766-a11a-69a6f5601987,Coulon SA,408,94584,David-sur-Rivière,Alpes-de-Haute-Provence,Réunion,"Pédiatrie, Cardiologie, Chirurgie"
d2d931bd-b865-4953-a8eb-43ce6b9fc306,Guyot Renaud et Fils,125,75819,Chevallier,Haute-Marne,Bourgogne,"Pédiatrie, Dermatologie, Chirurgie"
a53e4d0c-9e14-483b-a266-7e5dbd12ee9a,Berger,139,96550,Valentin-sur-Mer,Tarn-et-Garonne,Île-de-France,"Dermatologie, Urgences, Cardiologie"
0682f33d-fcfb-41da-bc41-cd9414162fb3,Jacquot,285,46268,Deschamps-la-Forêt,Haute-Vienne,Auvergne,"Cardiologie, Urgences, Pédiatrie"
4b6ea64c-ffb1-44a0-af8b-bd3fff06713b,Bègue,122,96591,Goncalves,Savoie,Basse-Normandie,"Pédiatrie, Urgences, Chirurgie"
c3f83cdf-88de-415e-9870-d0428f97ef67,Lamy,183,06014,Rousseaunec,Paris,Franche-Comté,"Urgences, Cardiologie, Chirurgie"
2bdafd2a-9146-4d4e-b56d-e549a65ced53,Perrin SA,153,34883,Philippe-la-Forêt,Drôme,Île-de-France,"Pédiatrie, Cardiologie, Dermatologie"
